Title,Artist,BPM,Key,Genre,Album,Grouping,Date Added,Location,Comment,Year,Overall Volume,Energy,CuePoints,ClippedPeaks
Lose My Mind Remix feat.Drake,Young  Jeezy,155,10A,Hip Hop/Rap,Misc,www.boxkev.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Young Jeezy ft. Drake - Lose My Mind Remix_pn.mp3,10A - Energy 7 - www.boxkev.com,,-13.0 dB,7,8,0
Starlight (Intro Clean),Muse,123,1A,Alternative,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Muse - Starlight (Intro Clean)_pn.mp3,1A - Energy 6,2006,-12.7 dB,6,5,0
Anybody (Intro Dirty),Young Thug ft Nicki Minaj,120,10A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Young Thug ft Nicki Minaj - Anybody (Intro Dirty)_pn.mp3,10A - Energy 6,2018,-13.1 dB,6,8,0
No Soy un Hombre Malo,"HECTOR ACOSTA ""EL TORITO""",135,9A,,Con el Corazón Abierto,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\HECTOR ACOSTA EL TORITO - No Soy un Hombre Malo_pn.mp3,9A - Energy 5 - www.mediahuman.com,2018,-12.9 dB,5,8,0
Wheel of Fortune,Ace of Base,92,5A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Ace of Base - Wheel of Fortune_pn.mp3,5A - Energy 7 - www.mediahuman.com,,-13.3 dB,7,8,0
Shallow (A Star Is Born) (Quick Hit Clean),Lady Gaga & Bradley Cooper,96,9B,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Lady Gaga & Bradley Cooper - Shallow (A Star Is Born) (Quick Hit Clean)_pn.mp3,9B - Energy 6,2018,-12.9 dB,6,4,0
Nobody ,Nivea ft. Akon,125,7B,R&B,battousai,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Old Hard Drive Sounds Fixed\Nivea ft Akon - Nobody_pn.mp3,7B - Energy 6 - http://bsaii.blogspot.com/,2007,-12.9 dB,6,8,0
Going Bad (BPM Supreme 100-86 Transition) (Dirty Extended),Meek Mill ft Drake,100,10A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Meek Mill ft Drake - Going Bad (BPM Supreme 100-86 Transition) (Dirty Extended)_pn.mp3,10A - Energy 3,2019,-12.9 dB,3,3,0
Ondularte (Video Oficial),Gandhi,112,3A,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Gandhi - Ondularte (Video Oficial)_pn.mp3,3A - Energy 7 - www.mediahuman.com,,-13.1 dB,7,4,0
Starlight,Muse,122,1A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Muse - Starlight_pn.mp3,1A - Energy 6 - www.mediahuman.com,,-12.8 dB,6,8,0
Heavens Will Fall,Natascha Polké,122,10A,,Heavens Will Fall,,3/22/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Natascha Polké - Heavens Will Fall_pn.mp3,10A - Energy 6 - www.mediahuman.com,2024,-12.8 dB,6,8,0
Still Fly (Intro Dirty),Big Tymers,89,2A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Big Tymers - Still Fly (Intro Dirty)_pn.mp3,2A - Energy 7,2002,-12.8 dB,7,7,0
Team Side Feat. RCB (feat. RCB),Sofiloud,97,12A,,,,3/30/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Sofiloud - Team Side Feat. RCB (feat. RCB)_pn.mp3,12A - Energy 6 - www.mediahuman.com,,-12.7 dB,6,8,0
Noel 1987,Silent Morning,116,10A,,,,11/23/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Silent Morning - Noel 1987_pn.mp3,10A - Energy 7 - www.mediahuman.com,,-14.4 dB,7,8,0
Maneater (Intro Clean),Nelly Furtado,133,3A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Nelly Furtado - Maneater (Intro Clean)_pn.mp3,3A - Energy 7,2006,-12.7 dB,7,8,0
Tears Are Falling (Clean) (Extended),Angelina,130,9B,Dance,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Angelina - Tears Are Falling (Clean) (Extended)_pn.mp3,9B - Energy 7,,-13.2 dB,7,8,0
Star,Erasure,123,1B,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Erasure - Star_pn.mp3,1B - Energy 5 - www.mediahuman.com,,-13.2 dB,5,4,0
Tom Odell- Another Love (Tiësto Remix),,123,9A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Tom Odell- Another Love (Tiësto Remix)_pn.mp3,9A - Energy 6 - www.mediahuman.com,,-12.7 dB,6,8,0
No Hands (Quick Hit Dirty),Waka Floka Flame ft Roscoe Dash & Wale,132,12A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Waka Floka Flame ft Roscoe Dash & Wale - No Hands (Quick Hit Dirty)_pn.mp3,12A - Energy 7,2010,-12.7 dB,7,8,0
U Understand (Intro Dirty),Juvenile,100,6A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Juvenile - U Understand (Intro Dirty)_pn.mp3,6A - Energy 6,1999,-13.0 dB,6,7,0
10:35 (feat. Tate McRae),Tiësto,120,3A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Tiësto - 10_35 (feat. Tate McRae)_pn.mp3,3A - Energy 6 - www.mediahuman.com,,-12.8 dB,6,8,0
Hostel Sharry Mann Video Song | Parmish Verma | Mista Baaz | New Punjabi Song 2017 | Punjabi Song,,86,2A,,,,1/13/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Unfixed\Indian Songs Fixed\Hostel Sharry Mann Video Song _ Parmish Verma _ Mista Baaz _ New Punjabi Song 2017 _ Punjabi Song_pn.mp3,2A - Energy 7 - www.mediahuman.com,,-13.1 dB,7,8,0
The Perfect Girl,Mareux,129,1A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Mareux - The Perfect Girl_pn.mp3,1A - Energy 7 - www.mediahuman.com,,-13.4 dB,7,8,0
"F**kin' Problems ft. Drake, 2 Chainz, Kendrick Lamar",A$AP ROCKY,96,3A,Other,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\A$AP ROCKY - F__kin' Problems ft. Drake, 2 Chainz, Kendrick Lamar_pn.mp3",3A - Energy 5 - www.mediahuman.com,,-13.0 dB,5,8,0
Living In A Haze,Milky Chance,130,3A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Milky Chance - Living In A Haze_pn.mp3,3A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,8,0
Shake Ya Tailfeather (Intro Dirty),Murphy Lee ft Nelly & Diddy,88,4A,Hip Hop,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Murphy Lee ft Nelly & Diddy - Shake Ya Tailfeather (Intro Dirty)_pn.mp3,4A - Energy 7 - www.bpmsupreme.com,2003,-12.9 dB,7,8,0
Can't Get You Out Of My Head,Kylie Minogue,126,7A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Kylie Minogue - Can't Get You Out Of My Head_pn.mp3,7A - Energy 7 - www.mediahuman.com,,-12.9 dB,7,8,0
Mere Sapnon Ki Rani Remix | DJ Tarun Makhijani | Kishore Kumar | Bollywood Party Remix,,128,3A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Mere Sapnon Ki Rani Remix _ DJ Tarun Makhijani _ Kishore Kumar _ Bollywood Party Remix_pn.mp3,3A - Energy 7 - www.mediahuman.com,,-12.9 dB,7,8,0
Here We Go Again [Lyric Video],Oliver Tree & David Guetta,130,1A,,,,3/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Oliver Tree & David Guetta - Here We Go Again [Lyric Video]_pn.mp3,1A - Energy 7 - www.mediahuman.com,,-12.8 dB,7,7,0
Mi Gente (My People) (Pitbull Worldwide Remix) (Quick Hit Dirty),J Balvin & Willy William,105,9A,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\J Balvin & Willy William - Mi Gente (My People) (Pitbull Worldwide Remix) (Quick Hit Dirty)_pn.mp3,9A - Energy 6,2017,-12.9 dB,6,5,0
Whoopty (Intro Dirty),CJ,140,12A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\CJ - Whoopty (Intro Dirty)_pn.mp3,12A - Energy 7,2020,-13.1 dB,7,8,0
Nate Dogg & Warren G x Evanescence DJ Mashup,Regulate Me To Life,95,9A,,,,4/28/2025,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Regulate Me To Life - Nate Dogg & Warren G x Evanescence DJ Mashup_pn.mp3,9A - Energy 6 - www.mediahuman.com,,-11.4 dB,6,6,0
La Rebelion (BPM Supreme Bootleg) (Clean),J Balvin vs Tiesto & Moska,125,4A,Progressive House,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\J Balvin vs Tiesto & Moska - La Rebelion (BPM Supreme Bootleg) (Clean)_pn.mp3,4A - Energy 6,2019,-13.0 dB,6,7,0
Whatever,Oasis,120,9B,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Oasis - Whatever_pn.mp3,9B - Energy 6 - www.mediahuman.com,,-13.0 dB,6,8,0
Bella Ciao (feat. Adolfo Celdrán & André Sarate),Alok,125,6A,,,,3/30/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Alok - Bella Ciao (feat. Adolfo Celdrán & André Sarate)_pn.mp3,6A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,8,0
Diamonds & Wood,UGK,138,4A,Rap,Ridin' Dirty,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Old Hard Drive Sounds Fixed\U.G.K. - Diamonds & Wood_pn.mp3,4A - Energy 4 - ÜberStandard - UberNet.org,1996,-13.5 dB,4,7,0
Neutron Dance,Krystal Klear,125,9B,,,,3/22/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Krystal Klear - Neutron Dance_pn.mp3,9B - Energy 7 - www.mediahuman.com,,-13.1 dB,7,8,0
"Get Lucky - Pharrell Williams, Nile Rodgers, Stevie Wonder Live Grammy Performance",Daft Punk,116,11A,,,,12/19/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Daft Punk - Get Lucky - Pharrell Williams, Nile Rodgers, Stevie Wonder Live Grammy Performance_pn.mp3",11A - Energy 5 - www.mediahuman.com,,-13.8 dB,5,7,0
Sippin On Some Syrup (Intro Dirty),Three 6 Mafia ft Ugk & Project Pat,136,2A,Hip Hop,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Three 6 Mafia ft Ugk & Project Pat - Sippin On Some Syrup (Intro Dirty) (1)_pn.mp3,2A - Energy 6,,-12.8 dB,6,8,0
A Ring Ding Ding Ding,Crazy Frog,129,2A,,,,3/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Crazy Frog - A Ring Ding Ding Ding_pn.mp3,2A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,7,0
THE SCOTTS (Audio),"THE SCOTTS, Travis Scott, Kid Cudi",130,5A,,,,12/19/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\THE SCOTTS, Travis Scott, Kid Cudi - THE SCOTTS (Audio)_pn.mp3",5A - Energy 5 - www.mediahuman.com,,-13.3 dB,5,8,0
Relax,Frankie Goes To Hollywood,115,9A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Frankie Goes To Hollywood - Relax_pn.mp3,9A - Energy 6 - www.mediahuman.com,,-13.5 dB,6,8,0
Praise God (BPM Supreme 50-65 Transition) (Clean Short Edit),Kanye West ft Baby Keem & Travis Scott,130,12A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Kanye West ft Baby Keem & Travis Scott - Praise God (BPM Supreme 50-65 Transition) (Clean Short Edit)_pn.mp3,12A - Energy 4,2021,-12.8 dB,4,4,0
High By The Beach (Instrumental),Lana Del Rey,132,10A,Top 40,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Lana Del Rey - High By The Beach (Instrumental)_pn.mp3,10A - Energy 5,,-13.1 dB,5,7,0
Tainted Love (Quick Hit Clean),Soft Cell,144,6A,Nu Wave,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Soft Cell - Tainted Love (Quick Hit Clean)_pn.mp3,6A - Energy 7,1981,-12.8 dB,7,6,0
"Do What I Want (feat. O.T. Genasis, Snoop Dogg & Rick Ross)","Roe Indigo, Roe Indigo, Odis Flores, Calvin Broadus, William Roberts, Roe Indigo, Odis Flores, Calvin Broadus, William Roberts",81,11A,,"Do What I Want (feat. O.T. Genasis, Snoop Dogg & Rick Ross)",,3/2/2024,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Roe Indigo, Roe Indigo, Odis Flores, Calvin Broadus, William Roberts, Roe Indigo, Odis Flores, Calvin Broadus, William Roberts - Do What I Want (feat. O.T. Genasis, Snoop Dogg & Rick Ross)_pn.mp3",11A - Energy 6 - www.mediahuman.com,2024,-12.8 dB,6,8,0
Famous (BPM Supreme 100-87 Transition) (Dirty) (Extended),Kanye West ft Rihanna,100,11A,Hip Hop,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Kanye West ft Rihanna - Famous (BPM Supreme 100-87 Transition) (Dirty) (Extended)_pn.mp3,11A - Energy 5,2016,-12.7 dB,5,8,0
Gimme That,Chris Brown,87,11A,,Chris Brown (Expanded Edition),,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Chris Brown - Gimme That_pn.mp3,11A - Energy 5 - www.mediahuman.com,2005,-13.1 dB,5,5,0
Heart and Soul,T'Pau,90,8B,Rock,The 80's Hot Dance Trax,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\80's Songs From Hard Drive Sound Fixed\T'Pau - Heart And Soul_pn.mp3,8B - Energy 6                              ,,-13.3 dB,6,8,0
Right Round (Quick Hit Dirty),Flo Rida ft Kesha,125,8A,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Flo Rida ft Kesha - Right Round (Quick Hit Dirty)_pn.mp3,8A - Energy 8,2009,-13.0 dB,8,5,0
Tonight [Im Fuckin You] [Intro Clean],"Enrique Iglesias ft. Ludacris, DJ Frank E",126,5A,Pop/Dance,BPMsupreme.com,www.BPMsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Tonight [Im Fuckin You] [Intro Clean]_pn.mp3,5A - Energy 8 - BPMsupreme.com,,-12.8 dB,8,8,0
"Situation (Original 12"") - 1982",Yazoo,119,12A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Yazoo - Situation (Original 12) - 1982_pn.mp3,12A - Energy 8 - www.mediahuman.com,,-13.1 dB,8,8,0
Coco Jamboo (1996),Mr.President,100,12A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Mr.President - Coco Jamboo (1996)_pn.mp3,12A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,8,0
Dangerous (Intro Dirty),Kardinal Offishall ft Akon,117,6A,Hip Hop,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Kardinal Offishall ft Akon - Dangerous (Intro Dirty)_pn.mp3,6A - Energy 7,,-13.1 dB,7,8,0
Wonderwall (Intro Clean),Oasis,87,11B,Rock,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Oasis - Wonderwall (Intro Clean)_pn.mp3,11B - Energy 6,1995,-12.8 dB,6,8,0
Forget You,FAST BOY & Topic,128,6A,,,,6/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\FAST BOY & Topic - Forget You_pn.mp3,6A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,5,0
It's My Life (Intro Clean),No Doubt,126,2B,Alternative,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\No Doubt - It's My Life (Intro Clean)_pn.mp3,2B - Energy 8,2003,-12.9 dB,8,7,0
Hollaback Girl,Gwen Stefani,110,2A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Gwen Stefani - Hollaback Girl_pn.mp3,2A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,8,0
Alors On Danse (Remix) (Quick Hit Dirty),Stromae ft Kanye West Gilbere Forte,120,12A,Dance Pop,,,9/2/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Stromae ft Kanye West Gilbere Forte - Alors On Danse (Remix) (Quick Hit Dirty)_pn.mp3,12A - Energy 5,2010,-12.8 dB,5,3,0
Signals,"Regard, Kwabs",120,4A,,,,12/25/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Regard, Kwabs - Signals_pn.mp3",4A - Energy 5 - www.mediahuman.com,,-12.9 dB,5,5,0
Set The Roof (BPM Supreme 128-97 Transition) (Dirty) (Extended),Rae Sremmurd ft Lil Jon,128,4A,Hip Hop,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Rae Sremmurd ft Lil Jon - Set The Roof (BPM Supreme 128-97 Transition) (Dirty) (Extended)_pn.mp3,4A - Energy 6 - www.bpmsupreme.com,,-12.8 dB,6,8,0
Summer Heart (Lyric Video),Edward Maya & Tallisker,124,5A,,,,10/16/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Edward Maya & Tallisker - Summer Heart (Lyric Video)_pn.mp3,5A - Energy 7 - www.mediahuman.com,,-12.8 dB,7,8,0
Mo Bamba (Quick Hit Dirty),Sheck Wes,146,9A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Sheck Wes - Mo Bamba (Quick Hit Dirty)_pn.mp3,9A - Energy 6,2018,-13.2 dB,6,5,0
Kill Jill (Intro Dirty),Big Boi ft Killer Mike & Jeezy,140,7A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Big Boi ft Killer Mike & Jeezy - Kill Jill (Intro Dirty)_pn.mp3,7A - Energy 7,2017,-12.9 dB,7,5,0
Bang Bang,Rita Ora x Imanbek,123,3A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Rita Ora x Imanbek - Bang Bang_pn.mp3,3A - Energy 7 - www.mediahuman.com,,-12.9 dB,7,8,0
B.M.F. (Blowin' Money Fast) (All Gold Bootleg) (Dirty Short Edit),Rick Ross & Ghastly,150,7A,Trap,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Rick Ross & Ghastly - B.M.F. (Blowin' Money Fast) (All Gold Bootleg) (Dirty Short Edit)_pn.mp3,7A - Energy 8,2019,-12.8 dB,8,4,0
Summer Thing (Video),"Dragonette, Sunnery James & Ryan Marciano and Cat Dealers feat. Bruno Martini",122,5A,,,,12/19/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Dragonette, Sunnery James & Ryan Marciano and Cat Dealers feat. Bruno Martini - Summer Thing (Video)_pn.mp3",5A - Energy 7 - www.mediahuman.com,,-13.3 dB,7,6,0
Shorty Wanna Be A Thug (Intro Dirty),2Pac,90,9A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\2Pac - Shorty Wanna Be A Thug (Intro Dirty)_pn.mp3,9A - Energy 6,1996,-12.8 dB,6,8,0
SPEND IT (Quick Hit Dirty),Juicy J ft Lil Baby & 2 Chainz,82,8A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Juicy J ft Lil Baby & 2 Chainz - SPEND IT (Quick Hit Dirty)_pn.mp3,8A - Energy 6,2020,-12.8 dB,6,7,0
Me Da Igual,L'Impératrice,115,9A,,Me Da Igual,,3/8/2025,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\L'Impératrice - Me Da Igual_pn.mp3,9A - Energy 4 - www.mediahuman.com,2024,-11.6 dB,4,8,0
Best I Ever Had (Quick Hit Dirty),Drake,81,4A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Drake - Best I Ever Had (Quick Hit Dirty)_pn.mp3,4A - Energy 6,,-12.8 dB,6,6,0
I'm Throwed (Intro Dirty),Paul Wall ft Jermaine Dupri,82,11A,Hip Hop,www.bpmsupreme.com,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Paul Wall ft Jermaine Dupri - I'm Throwed (Intro Dirty)_pn.mp3,11A - Energy 6,2006,-12.8 dB,6,8,0
Pissy (Cesar Castilla Hype Intro) (Dirty Short Edit),Gucci Mane ft Roddy Ricch & Nardo Wick,133,9A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Gucci Mane ft Roddy Ricch & Nardo Wick - Pissy (Cesar Castilla Hype Intro) (Dirty Short Edit)_pn.mp3,9A - Energy 6,2023,-12.7 dB,6,8,0
Love You For A Long Time,Maggie Rogers,113,11B,,,,12/14/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\nick megha cocktail hour (fixed)\Maggie Rogers - Love You For A Long Time_pn.mp3,11B - Energy 6 - www.mediahuman.com,,-11.5 dB,6,8,0
No Surrender,Bone Thugs-N-Harmony -204,86,8A,Rap,Creepin On Ah Come Up,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Bone Thugs N Harmony- No Surrender_pn.mp3,8A - Energy 7 - Static-d Inc.,1994,-13.0 dB,7,7,0
Bring Em Out (Intro Dirty),T.I. ft Swizz Beatz,99,2A,Hip Hop,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\T.I. ft Swizz Beatz - Bring Em Out (Intro Dirty)_pn.mp3,2A - Energy 8 - www.bpmsupreme.com,2005,-12.8 dB,8,8,0
Dreamin Of Love (Quick Hit Clean),Stevie B,120,8A,Freestyle,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Stevie B - Dreamin Of Love (Quick Hit Clean)_pn.mp3,8A - Energy 7,1987,-12.9 dB,7,8,0
The Tide Is High (Remastered),Blondie,97,1B,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Blondie - The Tide Is High (Remastered)_pn.mp3,1B - Energy 5 - www.mediahuman.com,,-13.0 dB,5,7,0
Desire (Clean Extended),Calvin Harris & Sam Smith,140,10A,Dance Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Calvin Harris & Sam Smith - Desire (Clean Extended)_pn.mp3,10A - Energy 7,2023,-12.9 dB,7,8,0
Fireman (Intro Dirty),Lil Wayne,81,11A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Lil Wayne - Fireman (Intro Dirty)_pn.mp3,11A - Energy 7,2005,-12.7 dB,7,8,0
Bodak Yellow (BPM Supreme 100-62 Transition) (Dirty) (Short Edit),Cardi B,125,9A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Cardi B - Bodak Yellow (BPM Supreme 100-62 Transition) (Dirty) (Short Edit)_pn.mp3,9A - Energy 5,2017,-13.3 dB,5,3,0
"Better Off (Alone, Pt. III) (Clean Extended)","Alan Walker, Dash Berlin & Vikkstar",130,8A,Progressive House,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Alan Walker, Dash Berlin & Vikkstar - Better Off (Alone, Pt. III) (Clean Extended)_pn.mp3",8A - Energy 7,2023,-12.8 dB,7,8,0
Bulletproof (Clean Radio Edit),La Roux,123,2A,Dance Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\La Roux - Bulletproof (Clean Radio Edit)_pn.mp3,2A - Energy 7,2009,-12.7 dB,7,8,0
Heads Will Roll (Intro Clean),Yeah Yeah Yeahs,132,1A,Alternative,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Yeah Yeah Yeahs - Heads Will Roll (Intro Clean)_pn.mp3,1A - Energy 7,2017,-12.9 dB,7,8,0
YEAH,"Glockenbach, Joel Corry, Tenchi, ClockClock",124,3A,Other,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Glockenbach, Joel Corry, Tenchi, ClockClock - YEAH_pn.mp3",3A - Energy 7 - www.mediahuman.com,,-12.8 dB,7,5,0
Smooth Criminal (Intro Clean),Alien Ant Farm,127,8A,Rock,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Alien Ant Farm - Smooth Criminal (Intro Clean)_pn.mp3,8A - Energy 7,2001,-12.8 dB,7,8,0
